Book Title,Level,Ex,Sub,Topic,Description,Resource ID,Difficulty Level
MY PALS ARE HERE! Maths Enrichment 3A,P3,1,1,Numbers,Numbers To 10 000,PMA_MPHER_P3A_0002_FIB_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,1,1,Numbers,Numbers To 10 000,PMA_MPHER_P3A_0003_FIB_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,1,1,Numbers,Numbers To 10 000,PMA_MPHER_P3A_0004_FIB_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,1,1,Numbers,Numbers To 10 000,PMA_MPHER_P3A_0005_FIB_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,2,1,Addition,Addition Of Numbers Within 10 000,PMA_MPHER_P3A_0006_FIB_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,2,1,Addition,Addition Of Numbers Within 10 000,PMA_MPHER_P3A_0007_FIB_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,2,1,Addition,Addition Of Numbers Within 10 000,PMA_MPHER_P3A_0008_FIB_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,2,1,Addition,Addition Of Numbers Within 10 000,PMA_MPHER_P3A_0009_OE_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,2,1,Addition,Addition Of Numbers Within 10 000,PMA_MPHER_P3A_0010_FIB_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,2,1,Addition,Addition Of Numbers Within 10 000,PMA_MPHER_P3A_0011_FIB_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,2,1,Addition,Addition Of Numbers Within 10 000,PMA_MPHER_P3A_0012_FIB_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,2,1,Addition,Addition Of Numbers Within 10 000,PMA_MPHER_P3A_0013_FIB_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,2,1,Addition,Addition Of Numbers Within 10 000,PMA_MPHER_P3A_0014_FIB_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,3,1,Subtraction,Subtraction Of Numbers Within 10 000,PMA_MPHER_P3A_0015_FIB_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,3,1,Subtraction,Subtraction Of Numbers Within 10 000,PMA_MPHER_P3A_0016_FIB_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,3,1,Subtraction,Subtraction Of Numbers Within 10 000,PMA_MPHER_P3A_0017_FIB_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,3,1,Subtraction,Subtraction Of Numbers Within 10 000,PMA_MPHER_P3A_0018_FIB_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,3,1,Subtraction,Subtraction Of Numbers Within 10 000,PMA_MPHER_P3A_0019_FIB_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,4,1,Addition and Subtraction,Solving Word Problems 1: Addition And Subtraction,PMA_MPHER_P3A_0021_OE_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,4,1,Addition and Subtraction,Solving Word Problems 1: Addition And Subtraction,PMA_MPHER_P3A_0022_FIB_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,4,1,Addition and Subtraction,Solving Word Problems 1: Addition And Subtraction,PMA_MPHER_P3A_0023_FIB_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,4,1,Addition and Subtraction,Solving Word Problems 1: Addition And Subtraction,PMA_MPHER_P3A_0024_FIB_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,4,1,Addition and Subtraction,Solving Word Problems 1: Addition And Subtraction,PMA_MPHER_P3A_0025_FIB_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,4,1,Addition and Subtraction,Solving Word Problems 1: Addition And Subtraction,PMA_MPHER_P3A_0026_FIB_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,4,1,Addition and Subtraction,Solving Word Problems 1: Addition And Subtraction,PMA_MPHER_P3A_0027_FIB_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,4,1,Addition and Subtraction,Solving Word Problems 1: Addition And Subtraction,PMA_MPHER_P3A_0028_FIB_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,5,1,Multiplication,Multiplication Tables Of 6 7 8 and 9,PMA_MPHER_P3A_0029_FIB_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,5,1,Multiplication,Multiplication Tables Of 6 7 8 and 9,PMA_MPHER_P3A_0031_FIB_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,5,1,Multiplication,Multiplication Tables Of 6 7 8 and 9,PMA_MPHER_P3A_0032_FIB_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,5,1,Multiplication,Multiplication Tables Of 6 7 8 and 9,PMA_MPHER_P3A_0033_FIB_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,5,1,Multiplication,Multiplication Tables Of 6 7 8 and 9,PMA_MPHER_P3A_0034_FIB_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,6,1,Multiplication,Multiplication,PMA_MPHER_P3A_0035_FIB_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,6,1,Multiplication,Multiplication,PMA_MPHER_P3A_0036_OE_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,6,1,Multiplication,Multiplication,PMA_MPHER_P3A_0037_OE_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,6,1,Multiplication,Multiplication,PMA_MPHER_P3A_0038_FIB_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,6,1,Multiplication,Multiplication,PMA_MPHER_P3A_0039_FIB_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,7,1,Division,Division,PMA_MPHER_P3A_0040_OE_Qns,1
MY PALS ARE HERE! Maths Enrichment 3A,P3,7,1,Division,Division,PMA_MPHER_P3A_0041_FIB_Qns,1
