Subject,Level,Ex,Sub,Topic,Description,Resource ID,Difficulty Level
PSC,P3,16,A,Systems,Plants,PSC_iScience_LB_0_0314_MCQ,1
PSC,P3,16,A,Systems,Plants,PSC_iScience_LB_0_0315_MCQ,1
PSC,P3,16,A,Diversity,Living things,PSC_iScience_LB_0_0316_MCQ,1
PSC,P3,16,A,Systems,Plants,PSC_iScience_LB_0_0317_MCQ,1
PSC,P3,16,A,Systems,Plants,PSC_iScience_LB_0_0318_MCQ,1
PSC,P3,16,A,Systems,Plants,PSC_iScience_LB_0_0319_MCQ,1
PSC,P3,16,A,Systems,Plants,PSC_iScience_LB_0_0320_OE,1
PSC,P3,16,A,Systems,Plants,PSC_iScience_LB_0_0321_MCQ,1
PSC,P3,17,A,Systems,Plants,PSC_iScience_LB_0_0322_MCQ,1
PSC,P3,17,A,Systems,Plants,PSC_iScience_LB_0_0323_MCQ,1
PSC,P3,17,A,Systems,Plants,PSC_iScience_LB_0_0324_OE,1
PSC,P3,17,A,Systems,Plants,PSC_iScience_LB_0_0325_OE,1
PSC,P3,17,A,Systems,Plants,PSC_iScience_LB_0_0326_MCQ,1
PSC,P3,17,A,Systems,Plants,PSC_iScience_LB_0_0327_MCQ,1
PSC,P3,17,A,Systems,Plants,PSC_iScience_LB_0_0328_OE,1
PSC,P3,17,A,Systems,Plants,PSC_iScience_LB_0_0329_OE,1
PSC,P3,17,A,Systems,Plants,PSC_iScience_LB_0_0330_FIB,1
PSC,P3,17,A,Systems,Humans,PSC_iScience_LB_0_0331_MCQ,1
PSC,P3,17,A,Systems,Humans,PSC_iScience_LB_0_0332_MCQ,1
PSC,P3,17,A,Systems,Humans,PSC_iScience_LB_0_0333_MCQ,1
PSC,P3,17,A,Systems,Humans,PSC_iScience_LB_0_0334_MCQ,1
PSC,P3,17,A,Systems,Humans,PSC_iScience_LB_0_0335_MCQ,1
PSC,P3,17,A,Systems,Humans,PSC_iScience_LB_0_0336_MCQ,1
PSC,P3,17,A,Systems,Humans,PSC_iScience_LB_0_0337_MCQ,1
PSC,P3,17,A,Systems,Humans,PSC_iScience_LB_0_0338_MCQ,1
PSC,P3,17,A,Systems,Humans,PSC_iScience_LB_0_0339_OE,1
PSC,P3,17,A,Systems,Humans,PSC_iScience_LB_0_0340_OE,1
PSC,P3,17,A,Systems,Humans,PSC_iScience_LB_0_0341_OE,1
PSC,P3,18,A,Systems,Humans,PSC_iScience_LB_0_0342_MCQ,1
PSC,P3,18,A,Systems,Plants,PSC_iScience_LB_0_0343_MCQ,1
PSC,P3,18,A,Systems,Humans,PSC_iScience_LB_0_0344_FIB,1
PSC,P3,18,A,Systems,Humans,PSC_iScience_LB_0_0345_MCQ,1
PSC,P3,18,A,Systems,Humans,PSC_iScience_LB_0_0346_MCQ,1
PSC,P3,18,A,Systems,Humans,PSC_iScience_LB_0_0347_MCQ,1
PSC,P3,18,A,Systems,Humans,PSC_iScience_LB_0_0348_MCQ,1
PSC,P3,18,A,Systems,Humans,PSC_iScience_LB_0_0349_FIB,1
PSC,P3,18,A,Systems,Humans,PSC_iScience_LB_0_0350_OE,1
PSC,P3,18,A,Interactions,Magnets,PSC_iScience_LB_0_0351_MCQ,1
PSC,P3,18,A,Interactions,Magnets,PSC_iScience_LB_0_0352_MCQ,1
PSC,P3,18,A,Interactions,Magnets,PSC_iScience_LB_0_0353_MCQ,1
PSC,P3,18,A,Interactions,Magnets,PSC_iScience_LB_0_0354_MCQ,1
PSC,P3,18,A,Interactions,Magnets,PSC_iScience_LB_0_0355_MCQ,1
PSC,P3,18,A,Interactions,Magnets,PSC_iScience_LB_0_0356_FIB,1
PSC,P3,18,A,Interactions,Magnets,PSC_iScience_LB_0_0357_MCQ,1
PSC,P3,18,A,Interactions,Magnets,PSC_iScience_LB_0_0358_MCQ,1
PSC,P3,18,A,Interactions,Magnets,PSC_iScience_LB_0_0359_MCQ,1
PSC,P3,18,A,Interactions,Magnets,PSC_iScience_LB_0_0360_MCQ,1
PSC,P3,18,A,Interactions,Magnets,PSC_iScience_LB_0_0361_MCQ,1
PSC,P3,19,A,Interactions,Magnets,PSC_iScience_LB_0_0362_MCQ,1
PSC,P3,19,A,Interactions,Magnets,PSC_iScience_LB_0_0363_MCQ,1
PSC,P3,19,A,Energy,Light,PSC_iScience_LB_0_0364_MCQ,1
PSC,P3,19,A,Energy,Light,PSC_iScience_LB_0_0365_OE,1
PSC,P3,19,A,Energy,Light,PSC_iScience_LB_0_0366_OE,1
PSC,P3,19,A,Energy,Light,PSC_iScience_LB_0_0367_MCQ,1
PSC,P3,19,A,Energy,Light,PSC_iScience_LB_0_0368_MCQ,1
PSC,P3,19,A,Energy,Light,PSC_iScience_LB_0_0369_MCQ,1
PSC,P3,19,A,Energy,Light,PSC_iScience_LB_0_0370_MCQ,1
PSC,P3,19,A,Energy,Light,PSC_iScience_LB_0_0371_MCQ,1
PSC,P3,19,A,Energy,Light,PSC_iScience_LB_0_0372_MCQ,1
PSC,P3,19,A,Energy,Light,PSC_iScience_LB_0_0373_MCQ,1
PSC,P3,19,A,Energy,Light,PSC_iScience_LB_0_0374_MCQ,1
PSC,P3,19,A,Energy,Light,PSC_iScience_LB_0_0375_MCQ,1
PSC,P3,19,A,Energy,Light,PSC_iScience_LB_0_0376_OE,1
PSC,P3,19,A,Energy,Light,PSC_iScience_LB_0_0377_OE,1
PSC,P3,19,A,Energy,Light,PSC_iScience_LB_0_0378_FIB,1
PSC,P3,19,A,Energy,Light,PSC_iScience_LB_0_0379_FIB,1
PSC,P3,19,A,Energy,Light,PSC_iScience_LB_0_0380_MCQ,1
PSC,P3,19,A,Energy,Light,PSC_iScience_LB_0_0381_MCQ,1
PSC,P3,20,A,Energy,Light,PSC_iScience_LB_0_0382_MCQ,1
PSC,P3,20,A,Energy,Light,PSC_iScience_LB_0_0383_MCQ,1
PSC,P3,20,A,Energy,Light,PSC_iScience_LB_0_0384_MCQ,1
PSC,P3,20,A,Energy,Light,PSC_iScience_LB_0_0385_MCQ,1
PSC,P3,20,A,Energy,Light,PSC_iScience_LB_0_0386_MCQ,1
PSC,P3,20,A,Energy,Light,PSC_iScience_LB_0_0387_MCQ,1
PSC,P3,20,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0388_MCQ,1
PSC,P3,20,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0389_MCQ,1
PSC,P3,20,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0390_MCQ,1
PSC,P3,20,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0391_MCQ,1
PSC,P3,20,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0392_MCQ,1
PSC,P3,20,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0393_MCQ,1
PSC,P3,20,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0394_MCQ,1
PSC,P3,20,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0395_MCQ,1
PSC,P3,20,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0396_MCQ,1
PSC,P3,20,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0397_MCQ,1
PSC,P3,20,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0398_MCQ,1
PSC,P3,20,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0399_MCQ,1
PSC,P3,20,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0400_MCQ,1
PSC,P3,20,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0401_MCQ,1
PSC,P3,21,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0402_MCQ,1
PSC,P3,21,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0403_MCQ,1
PSC,P3,21,A,Living and Non-living Things,Living things,PSC_iScience_LB_0_0404_OE,1
PSC,P3,21,A,Living and Non-living Things,Living things,PSC_iScience_LB_0_0405_MCQ,1
PSC,P3,21,A,Living and Non-living Things,Non-living things,PSC_iScience_LB_0_0406_OE,1
PSC,P3,21,A,Living and Non-living Things,Living things and non-living things,PSC_iScience_LB_0_0407_FIB,1
PSC,P3,21,A,Living and Non-living Things,Living things and non-living things,PSC_iScience_LB_0_0408_OE,1
PSC,P3,21,A,Living and Non-living Things,Living things,PSC_iScience_LB_0_0409_MCQ,1
PSC,P3,21,A,Diversity,Living things,PSC_iScience_LB_0_0410_OE,1
PSC,P3,21,A,Diversity,Living things,PSC_iScience_LB_0_0411_FIB,1
PSC,P3,21,A,Diversity,Living things,PSC_iScience_LB_0_0412_OE,1
PSC,P3,21,A,Diversity,Living things,PSC_iScience_LB_0_0413_MCQ,1
PSC,P3,21,A,Diversity,Living things,PSC_iScience_LB_0_0414_MCQ,1
PSC,P3,21,A,Diversity,Living things,PSC_iScience_LB_0_0415_OE,1
PSC,P3,21,A,Diversity,Living things,PSC_iScience_LB_0_0416_OE,1
PSC,P3,21,A,Diversity,Living things,PSC_iScience_LB_0_0417_MCQ,1
PSC,P3,21,A,Diversity,Living things,PSC_iScience_LB_0_0418_MCQ,1
PSC,P3,21,A,Diversity,Living things,PSC_iScience_LB_0_0419_FIB,1
PSC,P3,21,A,Diversity,Living things,PSC_iScience_LB_0_0420_MCQ,1
PSC,P3,21,A,Diversity,Materials,PSC_iScience_LB_0_0421_MCQ,1
PSC,P3,22,A,Diversity,Materials,PSC_iScience_LB_0_0422_OE,1
PSC,P3,22,A,Diversity,Materials,PSC_iScience_LB_0_0423_MCQ,1
PSC,P3,22,A,Diversity,Materials,PSC_iScience_LB_0_0424_FIB,1
PSC,P3,22,A,Diversity,Materials,PSC_iScience_LB_0_0425_MCQ,1
PSC,P3,22,A,Diversity,Materials,PSC_iScience_LB_0_0426_FIB,1
PSC,P3,22,A,Diversity,Materials,PSC_iScience_LB_0_0427_FIB,1
PSC,P3,22,A,Diversity,Materials,PSC_iScience_LB_0_0428_FIB,1
PSC,P3,22,A,Diversity,Materials,PSC_iScience_LB_0_0429_OE,1
PSC,P3,22,A,Diversity,Materials,PSC_iScience_LB_0_0430_MCQ,1
PSC,P3,22,A,Cycles,Life cycles,PSC_iScience_LB_0_0431_MCQ,1
PSC,P3,22,A,Cycles,Life cycles,PSC_iScience_LB_0_0432_FIB,1
PSC,P3,22,A,Cycles,Life cycles,PSC_iScience_LB_0_0433_MCQ,1
PSC,P3,22,A,Cycles,Life cycles,PSC_iScience_LB_0_0434_FIB,1
PSC,P3,22,A,Cycles,Life cycles,PSC_iScience_LB_0_0435_MCQ,1
PSC,P3,22,A,Cycles,Life cycles,PSC_iScience_LB_0_0436_FIB,1
PSC,P3,22,A,Cycles,Life cycles,PSC_iScience_LB_0_0437_MCQ,1
PSC,P3,22,A,Cycles,Life cycles,PSC_iScience_LB_0_0438_OE,1
PSC,P3,22,A,Cycles,Life cycles,PSC_iScience_LB_0_0439_FIB,1
PSC,P3,22,A,Cycles,Life cycles,PSC_iScience_LB_0_0440_OE,1
PSC,P3,22,A,Cycles,Matter,PSC_iScience_LB_0_0441_MCQ,1
PSC,P3,23,A,Cycles,Matter,PSC_iScience_LB_0_0442_OE,1
PSC,P3,23,A,Cycles,Matter,PSC_iScience_LB_0_0443_MCQ,1
PSC,P3,23,A,Cycles,Matter,PSC_iScience_LB_0_0444_MCQ,1
PSC,P3,23,A,Cycles,Matter,PSC_iScience_LB_0_0445_MCQ,1
PSC,P3,23,A,Cycles,Matter,PSC_iScience_LB_0_0446_FIB,1
PSC,P3,23,A,Cycles,Matter,PSC_iScience_LB_0_0447_FIB,1
PSC,P3,23,A,Cycles,Matter,PSC_iScience_LB_0_0448_FIB,1
PSC,P3,23,A,Cycles,Matter,PSC_iScience_LB_0_0449_MCQ,1
PSC,P3,23,A,Cycles,Matter,PSC_iScience_LB_0_0450_MCQ,1
PSC,P3,23,A,Systems,Plants,PSC_iScience_LB_0_0451_FIB,1
PSC,P3,23,A,Systems,Plants,PSC_iScience_LB_0_0452_MCQ,1
PSC,P3,23,A,Systems,Plants,PSC_iScience_LB_0_0453_MCQ,1
PSC,P3,23,A,Systems,Plants,PSC_iScience_LB_0_0454_MCQ,1
PSC,P3,23,A,Systems,Plants,PSC_iScience_LB_0_0455_MCQ,1
PSC,P3,23,A,Systems,Plants,PSC_iScience_LB_0_0456_MCQ,1
PSC,P3,23,A,Systems,Plants,PSC_iScience_LB_0_0457_OE,2
PSC,P3,23,A,Systems,Plants,PSC_iScience_LB_0_0458_OE,1
PSC,P3,23,A,Systems,Plants,PSC_iScience_LB_0_0459_MCQ,2
PSC,P3,23,A,Systems,Plants,PSC_iScience_LB_0_0460_OE,2
PSC,P3,23,A,Systems,Humans,PSC_iScience_LB_0_0461_FIB,1
PSC,P3,24,A,Systems,Humans,PSC_iScience_LB_0_0462_FIB,2
PSC,P3,24,A,Systems,Humans,PSC_iScience_LB_0_0463_MCQ,1
PSC,P3,24,A,Systems,Humans,PSC_iScience_LB_0_0464_MCQ,1
PSC,P3,24,A,Systems,Humans,PSC_iScience_LB_0_0465_OE,1
PSC,P3,24,A,Systems,Humans,PSC_iScience_LB_0_0466_OE,1
PSC,P3,24,A,Systems,Humans,PSC_iScience_LB_0_0467_MCQ,2
PSC,P3,24,A,Systems,Humans,PSC_iScience_LB_0_0468_OE,1
PSC,P3,24,A,Systems,Humans,PSC_iScience_LB_0_0469_MCQ,1
PSC,P3,24,A,Systems,Humans,PSC_iScience_LB_0_0470_MCQ,1
PSC,P3,24,A,Systems,Humans,PSC_iScience_LB_0_0471_MCQ,1
PSC,P3,24,A,Systems,Humans,PSC_iScience_LB_0_0472_MCQ,1
PSC,P3,24,A,Systems,Humans,PSC_iScience_LB_0_0473_MCQ,1
PSC,P3,24,A,Interactions,Magnets,PSC_iScience_LB_0_0474_OE,1
PSC,P3,24,A,Interactions,Magnets,PSC_iScience_LB_0_0475_MCQ,1
PSC,P3,24,A,Interactions,Magnets,PSC_iScience_LB_0_0476_MCQ,1
PSC,P3,24,A,Interactions,Magnets,PSC_iScience_LB_0_0477_OE,1
PSC,P3,24,A,Interactions,Magnets,PSC_iScience_LB_0_0478_MCQ,1
PSC,P3,24,A,Interactions,Magnets,PSC_iScience_LB_0_0479_FIB,1
PSC,P3,24,A,Interactions,Magnets,PSC_iScience_LB_0_0480_MCQ,1
PSC,P3,24,A,Interactions,Magnets,PSC_iScience_LB_0_0481_MCQ,1
PSC,P3,25,A,Interactions,Magnets,PSC_iScience_LB_0_0482_FIB,1
PSC,P3,25,A,Interactions,Magnets,PSC_iScience_LB_0_0483_MCQ,1
PSC,P3,25,A,Energy,Light,PSC_iScience_LB_0_0484_OE,1
PSC,P3,25,A,Energy,Light,PSC_iScience_LB_0_0485_OE,2
PSC,P3,25,A,Energy,Light,PSC_iScience_LB_0_0486_OE,2
PSC,P3,25,A,Energy,Light,PSC_iScience_LB_0_0487_FIB,1
PSC,P3,25,A,Energy,Light,PSC_iScience_LB_0_0488_OE,1
PSC,P3,25,A,Energy,Light,PSC_iScience_LB_0_0489_MCQ,1
PSC,P3,25,A,Energy,Light,PSC_iScience_LB_0_0490_OE,1
PSC,P3,25,A,Energy,Light,PSC_iScience_LB_0_0491_OE,1
PSC,P3,25,A,Energy,Light,PSC_iScience_LB_0_0492_MCQ,1
PSC,P3,25,A,Energy,Light,PSC_iScience_LB_0_0493_MCQ,1
PSC,P3,25,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0494_OE,1
PSC,P3,25,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0495_MCQ,1
PSC,P3,25,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0496_OE,1
PSC,P3,25,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0497_OE,1
PSC,P3,25,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0498_OE,1
PSC,P3,25,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0499_MCQ,1
PSC,P3,25,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0500_MCQ,1
PSC,P3,25,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0501_MCQ,1
PSC,P3,26,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0502_MCQ,1
PSC,P3,26,A,Energy,Heat and Temperature,PSC_iScience_LB_0_0503_MCQ,1
