Subject,Level,Ex,Sub,Topic,Description,Resource ID,Difficulty Level
PSC,P6,15,A,Systems,Cells,PSC_iScience_UB_0_0307_MCQ,1
PSC,P6,15,A,Systems,Cells,PSC_iScience_UB_0_0308_MCQ,1
PSC,P6,15,A,Systems,Cells,PSC_iScience_UB_0_0309_MCQ,1
PSC,P6,16,A,Systems,Cells,PSC_iScience_UB_0_0310_MCQ,1
PSC,P6,16,A,Systems,Cells,PSC_iScience_UB_0_0311_MCQ,1
PSC,P6,16,A,Systems,Cells,PSC_iScience_UB_0_0312_MCQ,1
PSC,P6,16,A,Systems,Cells,PSC_iScience_UB_0_0313_MCQ,1
PSC,P6,16,A,Systems,Cells,PSC_iScience_UB_0_0314_FIB,1
PSC,P6,16,A,Systems,Cells,PSC_iScience_UB_0_0315_FIB,1
PSC,P6,16,A,Systems,Cells,PSC_iScience_UB_0_0316_FIB,1
PSC,P6,16,A,Systems,Cells,PSC_iScience_UB_0_0317_MAT,1
PSC,P6,16,A,Systems,Cells,PSC_iScience_UB_0_0318_OE,1
PSC,P6,16,A,Systems,Cells,PSC_iScience_UB_0_0319_OE,1
PSC,P6,16,A,Systems,Cells,PSC_iScience_UB_0_0320_FIB,1
PSC,P6,16,A,Systems,Cells,PSC_iScience_UB_0_0321_OE,1
PSC,P6,16,A,Systems,Cells,PSC_iScience_UB_0_0322_OE,1
PSC,P6,16,A,Systems,Cells,PSC_iScience_UB_0_0324_MCQ,1
PSC,P6,16,A,Systems,Cells,PSC_iScience_UB_0_0325_MCQ,1
PSC,P6,16,A,Systems,Cells,PSC_iScience_UB_0_0326_MCQ,1
PSC,P6,16,A,Systems,Cells,PSC_iScience_UB_0_0327_MCQ,1
PSC,P6,16,A,Systems,Cells,PSC_iScience_UB_0_0328_MCQ,1
PSC,P6,16,A,Systems,Cells,PSC_iScience_UB_0_0329_OE,1
PSC,P6,16,A,Systems,Cells,PSC_iScience_UB_0_0330_OE,1
PSC,P6,17,A,Systems,Cells,PSC_iScience_UB_0_0331_OE,1
PSC,P6,17,A,Systems,Cells,PSC_iScience_UB_0_0332_OE,1
PSC,P6,17,A,Systems,Cells,PSC_iScience_UB_0_0333_OE,1
PSC,P6,17,A,Systems,Cells,PSC_iScience_UB_0_0334_MCQ,1
PSC,P6,17,A,Systems,Cells,PSC_iScience_UB_0_0335_MCQ,1
PSC,P6,17,A,Systems,Cells,PSC_iScience_UB_0_0336_MCQ,1
PSC,P6,17,A,Systems,Cells,PSC_iScience_UB_0_0337_FIB,1
PSC,P6,17,A,Systems,Cells,PSC_iScience_UB_0_0338_FIB,1
PSC,P6,17,A,Systems,Cells,PSC_iScience_UB_0_0339_MCQ,1
PSC,P6,17,A,Systems,Cells,PSC_iScience_UB_0_0340_MCQ,1
PSC,P6,17,A,Systems,Cells,PSC_iScience_UB_0_0341_OE,2
PSC,P6,17,A,Systems,Cells,PSC_iScience_UB_0_0342_OE,2
PSC,P6,17,A,Systems,Cells,PSC_iScience_UB_0_0343_MCQ,1
PSC,P6,17,A,Systems,Cells,PSC_iScience_UB_0_0344_OE,1
PSC,P6,17,A,Systems,Cells,PSC_iScience_UB_0_0345_OE,1
PSC,P6,17,A,Systems,Cells,PSC_iScience_UB_0_0346_OE,1
PSC,P6,17,A,Systems,Cells,PSC_iScience_UB_0_0347_MCQ,1
PSC,P6,17,A,Systems,Cells,PSC_iScience_UB_0_0348_MCQ,1
PSC,P6,17,A,Systems,Cells,PSC_iScience_UB_0_0349_MCQ,1
PSC,P6,17,A,Systems,Cells,PSC_iScience_UB_0_0350_FIB,2
PSC,P6,18,A,Systems,Cells,PSC_iScience_UB_0_0352_FIB,1
PSC,P6,18,A,Systems,Cells,PSC_iScience_UB_0_0353_MCQ,1
PSC,P6,18,A,Systems,Cells,PSC_iScience_UB_0_0354_MCQ,1
PSC,P6,18,A,Systems,Cells,PSC_iScience_UB_0_0355_MCQ,1
PSC,P6,18,A,Systems,Cells,PSC_iScience_UB_0_0356_MCQ,1
PSC,P6,18,A,Systems,Cells,PSC_iScience_UB_0_0357_MCQ,1
PSC,P6,18,A,Systems,Cells,PSC_iScience_UB_0_0358_MCQ,1
PSC,P6,18,A,Systems,Cells,PSC_iScience_UB_0_0359_MCQ,1
PSC,P6,18,A,Systems,Cells,PSC_iScience_UB_0_0360_OE,2
PSC,P6,18,A,Systems,Cells,PSC_iScience_UB_0_0361_OE,2
PSC,P6,18,A,Systems,Cells,PSC_iScience_UB_0_0362_OE,1
PSC,P6,18,A,Systems,Cells,PSC_iScience_UB_0_0363_OE,2
PSC,P6,18,A,Systems,Cells,PSC_iScience_UB_0_0364_OE,1
PSC,P6,18,A,Systems,Cells,PSC_iScience_UB_0_0365_OE,1
PSC,P6,18,A,Systems,Cells,PSC_iScience_UB_0_0366_MCQ,1
PSC,P6,18,A,Systems,Cells,PSC_iScience_UB_0_0367_MCQ,1
PSC,P6,18,A,Systems,Cells,PSC_iScience_UB_0_0368_MCQ,1
PSC,P6,18,A,Systems,Electrical System,PSC_iScience_UB_0_0369_MCQ,1
PSC,P6,18,A,Systems,Electrical System,PSC_iScience_UB_0_0370_MCQ,1
PSC,P6,18,A,Systems,Electrical System,PSC_iScience_UB_0_0371_MCQ,1
PSC,P6,19,A,Systems,Electrical System,PSC_iScience_UB_0_0372_MCQ,1
PSC,P6,19,A,Systems,Electrical System,PSC_iScience_UB_0_0373_MCQ,1
PSC,P6,19,A,Systems,Electrical System,PSC_iScience_UB_0_0374_MCQ,1
PSC,P6,19,A,Systems,Electrical System,PSC_iScience_UB_0_0375_MCQ,2
PSC,P6,19,A,Systems,Electrical System,PSC_iScience_UB_0_0376_MCQ,1
PSC,P6,19,A,Systems,Electrical System,PSC_iScience_UB_0_0377_MCQ,1
PSC,P6,19,A,Systems,Electrical System,PSC_iScience_UB_0_0378_MCQ,2
PSC,P6,19,A,Systems,Electrical System,PSC_iScience_UB_0_0380_FIB,1
PSC,P6,19,A,Systems,Electrical System,PSC_iScience_UB_0_0382_FIB,2
PSC,P6,19,A,Systems,Electrical System,PSC_iScience_UB_0_0384_MCQ,2
PSC,P6,19,A,Systems,Electrical System,PSC_iScience_UB_0_0385_MCQ,1
PSC,P6,19,A,Systems,Electrical System,PSC_iScience_UB_0_0386_OE,1
PSC,P6,19,A,Systems,Electrical System,PSC_iScience_UB_0_0387_MCQ,1
PSC,P6,19,A,Systems,Electrical System,PSC_iScience_UB_0_0389_MCQ,1
PSC,P6,19,A,Systems,Electrical System,PSC_iScience_UB_0_0390_OE,1
PSC,P6,19,A,Systems,Electrical System,PSC_iScience_UB_0_0391_MCQ,1
PSC,P6,19,A,Systems,Electrical System,PSC_iScience_UB_0_0392_OE,2
PSC,P6,19,A,Systems,Electrical System,PSC_iScience_UB_0_0393_MCQ,1
PSC,P6,19,A,Systems,Electrical System,PSC_iScience_UB_0_0394_OE,2
PSC,P6,19,A,Systems,Electrical System,PSC_iScience_UB_0_0395_MCQ,1
PSC,P6,20,A,Systems,Electrical System,PSC_iScience_UB_0_0396_MCQ,1
PSC,P6,20,A,Systems,Electrical System,PSC_iScience_UB_0_0397_MCQ,1
PSC,P6,20,A,Systems,Electrical System,PSC_iScience_UB_0_0398_OE,2
PSC,P6,20,A,Systems,Electrical System,PSC_iScience_UB_0_0399_MCQ,1
PSC,P6,20,A,Systems,Electrical System,PSC_iScience_UB_0_0400_OE,2
PSC,P6,20,A,Systems,Electrical System,PSC_iScience_UB_0_0401_MCQ,1
PSC,P6,20,A,Systems,Electrical System,PSC_iScience_UB_0_0402_MCQ,2
PSC,P6,20,A,Systems,Electrical System,PSC_iScience_UB_0_0403_MCQ,1
PSC,P6,20,A,Systems,Electrical System,PSC_iScience_UB_0_0404_OE,1
PSC,P6,20,A,Systems,Electrical System,PSC_iScience_UB_0_0405_OE,2
PSC,P6,20,A,Systems,Electrical System,PSC_iScience_UB_0_0406_MCQ,1
PSC,P6,20,A,Systems,Electrical System,PSC_iScience_UB_0_0407_MCQ,1
PSC,P6,20,A,Systems,Electrical System,PSC_iScience_UB_0_0408_MCQ,1
PSC,P6,20,A,Systems,Electrical System,PSC_iScience_UB_0_0409_MCQ,1
PSC,P6,20,A,Systems,Electrical System,PSC_iScience_UB_0_0410_MCQ,1
PSC,P6,20,A,Systems,Electrical System,PSC_iScience_UB_0_0411_MCQ,1
PSC,P6,20,A,Systems,Electrical System,PSC_iScience_UB_0_0412_MCQ,1
PSC,P6,20,A,Systems,Electrical System,PSC_iScience_UB_0_0413_MCQ,1
PSC,P6,20,A,Systems,Electrical System,PSC_iScience_UB_0_0414_MCQ,1
PSC,P6,20,A,Systems,Electrical System,PSC_iScience_UB_0_0415_MCQ,1
PSC,P6,21,A,Systems,Electrical System,PSC_iScience_UB_0_0416_MCQ,2
PSC,P6,21,A,Systems,Electrical System,PSC_iScience_UB_0_0417_MCQ,1
PSC,P6,21,A,Systems,Electrical System,PSC_iScience_UB_0_0418_MCQ,1
PSC,P6,21,A,Systems,Electrical System,PSC_iScience_UB_0_0419_MCQ,2
PSC,P6,21,A,Systems,Electrical System,PSC_iScience_UB_0_0420_MCQ,1
PSC,P6,21,A,Systems,Electrical System,PSC_iScience_UB_0_0421_FIB,1
PSC,P6,21,A,Systems,Electrical System,PSC_iScience_UB_0_0422_FIB,1
PSC,P6,21,A,Systems,Electrical System,PSC_iScience_UB_0_0423_FIB,1
PSC,P6,21,A,Systems,Electrical System,PSC_iScience_UB_0_0424_OE,1
PSC,P6,21,A,Systems,Electrical System,PSC_iScience_UB_0_0425_FIB,1
PSC,P6,21,A,Systems,Electrical System,PSC_iScience_UB_0_0426_OE,2
PSC,P6,21,A,Systems,Electrical System,PSC_iScience_UB_0_0427_OE,2
PSC,P6,21,A,Systems,Electrical System,PSC_iScience_UB_0_0428_OE,1
PSC,P6,21,A,Systems,Electrical System,PSC_iScience_UB_0_0430_OE,1
PSC,P6,21,A,Systems,Electrical System,PSC_iScience_UB_0_0431_OE,1
PSC,P6,21,A,Systems,Electrical System,PSC_iScience_UB_0_0432_OE,1
PSC,P6,21,A,Systems,Electrical System,PSC_iScience_UB_0_0433_OE,1
PSC,P6,21,A,Systems,Electrical System,PSC_iScience_UB_0_0434_OE,1
PSC,P6,21,A,Systems,Electrical System,PSC_iScience_UB_0_0435_OE,1
PSC,P6,21,A,Systems,Electrical System,PSC_iScience_UB_0_0436_OE,1
PSC,P6,22,A,Systems,Electrical System,PSC_iScience_UB_0_0437_OE,1
PSC,P6,22,A,Systems,Electrical System,PSC_iScience_UB_0_0438_OE,1
PSC,P6,22,A,Systems,Electrical System,PSC_iScience_UB_0_0439_OE,1
PSC,P6,22,A,Systems,Electrical System,PSC_iScience_UB_0_0440_OE,1
PSC,P6,22,A,Systems,Electrical System,PSC_iScience_UB_0_0441_OE,1
PSC,P6,22,A,Systems,Electrical System,PSC_iScience_UB_0_0442_OE,1
PSC,P6,22,A,Systems,Electrical System,PSC_iScience_UB_0_0443_FIB,1
PSC,P6,22,A,Systems,Electrical System,PSC_iScience_UB_0_0444_OE,1
PSC,P6,22,A,Systems,Electrical System,PSC_iScience_UB_0_0445_OE,1
PSC,P6,22,A,Interactions,Forces,PSC_iScience_UB_0_0446_MCQ,1
PSC,P6,22,A,Interactions,Forces,PSC_iScience_UB_0_0447_MCQ,1
PSC,P6,22,A,Interactions,Forces,PSC_iScience_UB_0_0448_OE,1
PSC,P6,22,A,Interactions,Forces,PSC_iScience_UB_0_0449_MCQ,1
PSC,P6,22,A,Interactions,Forces,PSC_iScience_UB_0_0450_MCQ,1
PSC,P6,22,A,Interactions,Forces,PSC_iScience_UB_0_0451_MCQ,2
PSC,P6,22,A,Interactions,Forces,PSC_iScience_UB_0_0452_MCQ,1
PSC,P6,22,A,Interactions,Forces,PSC_iScience_UB_0_0453_MCQ,1
PSC,P6,22,A,Interactions,Forces,PSC_iScience_UB_0_0454_MCQ,1
PSC,P6,22,A,Interactions,Forces,PSC_iScience_UB_0_0455_MCQ,1
PSC,P6,22,A,Interactions,Forces,PSC_iScience_UB_0_0456_MCQ,1
PSC,P6,23,A,Interactions,Forces,PSC_iScience_UB_0_0457_MCQ,1
PSC,P6,23,A,Interactions,Forces,PSC_iScience_UB_0_0458_MCQ,1
PSC,P6,23,A,Interactions,Forces,PSC_iScience_UB_0_0459_MCQ,1
PSC,P6,23,A,Interactions,Forces,PSC_iScience_UB_0_0460_MCQ,1
PSC,P6,23,A,Interactions,Forces,PSC_iScience_UB_0_0461_MCQ,1
PSC,P6,23,A,Interactions,Forces,PSC_iScience_UB_0_0462_MCQ,1
PSC,P6,23,A,Interactions,Forces,PSC_iScience_UB_0_0463_MCQ,1
PSC,P6,23,A,Interactions,Forces,PSC_iScience_UB_0_0464_OE,1
PSC,P6,23,A,Interactions,Forces,PSC_iScience_UB_0_0465_OE,1
PSC,P6,23,A,Interactions,Forces,PSC_iScience_UB_0_0466_OE,1
PSC,P6,23,A,Interactions,Forces,PSC_iScience_UB_0_0467_OE,2
PSC,P6,23,A,Interactions,Forces,PSC_iScience_UB_0_0468_OE,1
PSC,P6,23,A,Interactions,Forces,PSC_iScience_UB_0_0469_OE,2
PSC,P6,23,A,Interactions,Forces,PSC_iScience_UB_0_0470_OE,2
PSC,P6,23,A,Interactions,Forces,PSC_iScience_UB_0_0471_OE,2
PSC,P6,23,A,Interactions,Forces,PSC_iScience_UB_0_0472_OE,2
PSC,P6,23,A,Interactions,Forces,PSC_iScience_UB_0_0473_OE,2
PSC,P6,23,A,Interactions,Forces,PSC_iScience_UB_0_0474_MCQ,1
PSC,P6,23,A,Interactions,Forces,PSC_iScience_UB_0_0475_MCQ,1
PSC,P6,23,A,Interactions,Forces,PSC_iScience_UB_0_0476_MCQ,1
PSC,P6,24,A,Interactions,Forces,PSC_iScience_UB_0_0477_MCQ,1
PSC,P6,24,A,Interactions,Forces,PSC_iScience_UB_0_0478_FIB,1
PSC,P6,24,A,Interactions,Forces,PSC_iScience_UB_0_0479_FIB,1
PSC,P6,24,A,Interactions,Forces,PSC_iScience_UB_0_0480_MCQ,1
PSC,P6,24,A,Interactions,Forces,PSC_iScience_UB_0_0481_MCQ,1
PSC,P6,24,A,Interactions,Forces,PSC_iScience_UB_0_0482_MCQ,1
PSC,P6,24,A,Interactions,Forces,PSC_iScience_UB_0_0483_MCQ,1
PSC,P6,24,A,Interactions,Forces,PSC_iScience_UB_0_0484_MCQ,1
PSC,P6,24,A,Interactions,Forces,PSC_iScience_UB_0_0485_MCQ,1
PSC,P6,24,A,Interactions,Forces,PSC_iScience_UB_0_0486_MCQ,1
PSC,P6,24,A,Interactions,Forces,PSC_iScience_UB_0_0487_MCQ,1
PSC,P6,24,A,Interactions,Forces,PSC_iScience_UB_0_0488_MCQ,1
PSC,P6,24,A,Interactions,Forces,PSC_iScience_UB_0_0489_MCQ,1
PSC,P6,24,A,Interactions,Forces,PSC_iScience_UB_0_0490_MCQ,1
PSC,P6,24,A,Interactions,Forces,PSC_iScience_UB_0_0491_OE,1
PSC,P6,24,A,Interactions,Forces,PSC_iScience_UB_0_0492_OE,1
PSC,P6,24,A,Interactions,Forces,PSC_iScience_UB_0_0493_FIB,1
PSC,P6,24,A,Interactions,Forces,PSC_iScience_UB_0_0494_OE,1
PSC,P6,24,A,Interactions,Forces,PSC_iScience_UB_0_0495_OE,1
PSC,P6,24,A,Interactions,Forces,PSC_iScience_UB_0_0496_MCQ,1
PSC,P6,25,A,Interactions,Forces,PSC_iScience_UB_0_0497_MCQ,1
PSC,P6,25,A,Interactions,Forces,PSC_iScience_UB_0_0498_MCQ,1
PSC,P6,25,A,Interactions,Forces,PSC_iScience_UB_0_0499_MCQ,2
PSC,P6,25,A,Interactions,Forces,PSC_iScience_UB_0_0500_MCQ,1
PSC,P6,25,A,Interactions,Forces,PSC_iScience_UB_0_0501_MCQ,2
PSC,P6,25,A,Interactions,Forces,PSC_iScience_UB_0_0502_MCQ,1
PSC,P6,25,A,Interactions,Forces,PSC_iScience_UB_0_0503_MCQ,1
PSC,P6,25,A,Interactions,Forces,PSC_iScience_UB_0_0504_MCQ,1
PSC,P6,25,A,Interactions,Forces,PSC_iScience_UB_0_0505_MCQ,1
PSC,P6,25,A,Interactions,Forces,PSC_iScience_UB_0_0506_FIB,1
PSC,P6,25,A,Interactions,Forces,PSC_iScience_UB_0_0507_MAT,1
PSC,P6,25,A,Interactions,Forces,PSC_iScience_UB_0_0508_FIB,1
PSC,P6,25,A,Interactions,Forces,PSC_iScience_UB_0_0509_FIB,1
PSC,P6,25,A,Interactions,Forces,PSC_iScience_UB_0_0510_FIB,1
PSC,P6,25,A,Interactions,Forces,PSC_iScience_UB_0_0511_OE,1
PSC,P6,25,A,Interactions,Forces,PSC_iScience_UB_0_0512_OE,1
PSC,P6,25,A,Interactions,Forces,PSC_iScience_UB_0_0513_OE,1
PSC,P6,25,A,Interactions,Forces,PSC_iScience_UB_0_0514_OE,1
PSC,P6,25,A,Interactions,Forces,PSC_iScience_UB_0_0515_OE,2
PSC,P6,25,A,Interactions,Forces,PSC_iScience_UB_0_0516_MCQ,1
PSC,P6,26,A,Interactions,Forces,PSC_iScience_UB_0_0517_MCQ,1
PSC,P6,26,A,Interactions,Forces,PSC_iScience_UB_0_0518_MCQ,1
PSC,P6,26,A,Interactions,Forces,PSC_iScience_UB_0_0519_FIB,1
PSC,P6,26,A,Interactions,Forces,PSC_iScience_UB_0_0520_FIB,1
PSC,P6,26,A,Interactions,Forces,PSC_iScience_UB_0_0521_OE,1
PSC,P6,26,A,Interactions,Forces,PSC_iScience_UB_0_0522_OE,1
PSC,P6,26,A,Interactions,Forces,PSC_iScience_UB_0_0523_OE,2
PSC,P6,26,A,Interactions,Forces,PSC_iScience_UB_0_0524_FIB,1
PSC,P6,26,A,Interactions,Forces,PSC_iScience_UB_0_0525_MCQ,1
PSC,P6,26,A,Interactions,Forces,PSC_iScience_UB_0_0526_MCQ,1
PSC,P6,26,A,Interactions,Forces,PSC_iScience_UB_0_0527_MCQ,1
PSC,P6,26,A,Interactions,Forces,PSC_iScience_UB_0_0528_MCQ,2
PSC,P6,26,A,Interactions,Forces,PSC_iScience_UB_0_0529_OE,2
PSC,P6,26,A,Interactions,Forces,PSC_iScience_UB_0_0530_MCQ,1
PSC,P6,26,A,Interactions,Forces,PSC_iScience_UB_0_0531_MCQ,1
PSC,P6,26,A,Interactions,Forces,PSC_iScience_UB_0_0532_MCQ,1
PSC,P6,26,A,Interactions,Forces,PSC_iScience_UB_0_0533_MCQ,1
PSC,P6,26,A,Interactions,Forces,PSC_iScience_UB_0_0534_MCQ,1
PSC,P6,26,A,Interactions,Forces,PSC_iScience_UB_0_0535_MCQ,1
PSC,P6,26,A,Interactions,Forces,PSC_iScience_UB_0_0536_MCQ,1
PSC,P6,27,A,Interactions,Forces,PSC_iScience_UB_0_0537_MCQ,1
PSC,P6,27,A,Interactions,Forces,PSC_iScience_UB_0_0538_MCQ,1
PSC,P6,27,A,Interactions,Environment,PSC_iScience_UB_0_0539_MCQ,1
PSC,P6,27,A,Interactions,Environment,PSC_iScience_UB_0_0540_MCQ,1
PSC,P6,27,A,Interactions,Environment,PSC_iScience_UB_0_0541_MCQ,1
PSC,P6,27,A,Interactions,Environment,PSC_iScience_UB_0_0542_MCQ,1
PSC,P6,27,A,Interactions,Environment,PSC_iScience_UB_0_0543_MCQ,1
PSC,P6,27,A,Interactions,Environment,PSC_iScience_UB_0_0544_MCQ,1
PSC,P6,27,A,Interactions,Environment,PSC_iScience_UB_0_0545_MCQ,1
PSC,P6,27,A,Interactions,Environment,PSC_iScience_UB_0_0546_MCQ,1
PSC,P6,27,A,Interactions,Environment,PSC_iScience_UB_0_0547_MCQ,1
PSC,P6,27,A,Interactions,Environment,PSC_iScience_UB_0_0548_MCQ,1
PSC,P6,27,A,Interactions,Environment,PSC_iScience_UB_0_0549_MCQ,1
PSC,P6,27,A,Interactions,Environment,PSC_iScience_UB_0_0550_MCQ,1
PSC,P6,27,A,Interactions,Environment,PSC_iScience_UB_0_0551_MCQ,1
PSC,P6,27,A,Interactions,Environment,PSC_iScience_UB_0_0552_MCQ,1
PSC,P6,27,A,Interactions,Environment,PSC_iScience_UB_0_0553_OE,1
PSC,P6,27,A,Interactions,Environment,PSC_iScience_UB_0_0554_OE,1
PSC,P6,27,A,Interactions,Environment,PSC_iScience_UB_0_0555_FIB,1
PSC,P6,27,A,Interactions,Environment,PSC_iScience_UB_0_0556_FIB,1
PSC,P6,28,A,Interactions,Environment,PSC_iScience_UB_0_0557_OE,1
PSC,P6,28,A,Interactions,Environment,PSC_iScience_UB_0_0558_MCQ,1
PSC,P6,28,A,Interactions,Environment,PSC_iScience_UB_0_0559_MCQ,1
PSC,P6,28,A,Interactions,Environment,PSC_iScience_UB_0_0560_MCQ,1
PSC,P6,28,A,Interactions,Environment,PSC_iScience_UB_0_0561_MCQ,1
PSC,P6,28,A,Interactions,Environment,PSC_iScience_UB_0_0562_MCQ,2
PSC,P6,28,A,Interactions,Environment,PSC_iScience_UB_0_0563_MCQ,1
PSC,P6,28,A,Interactions,Environment,PSC_iScience_UB_0_0564_MCQ,1
PSC,P6,28,A,Interactions,Environment,PSC_iScience_UB_0_0565_MCQ,1
PSC,P6,28,A,Interactions,Environment,PSC_iScience_UB_0_0566_MCQ,1
PSC,P6,28,A,Interactions,Environment,PSC_iScience_UB_0_0567_MCQ,1
PSC,P6,28,A,Interactions,Environment,PSC_iScience_UB_0_0568_MCQ,1
PSC,P6,28,A,Interactions,Environment,PSC_iScience_UB_0_0569_MCQ,1
PSC,P6,28,A,Interactions,Environment,PSC_iScience_UB_0_0570_MCQ,1
PSC,P6,28,A,Interactions,Environment,PSC_iScience_UB_0_0571_MCQ,1
PSC,P6,28,A,Interactions,Environment,PSC_iScience_UB_0_0572_MCQ,1
PSC,P6,28,A,Interactions,Environment,PSC_iScience_UB_0_0573_FIB,1
PSC,P6,28,A,Interactions,Environment,PSC_iScience_UB_0_0574_OE,1
PSC,P6,28,A,Interactions,Environment,PSC_iScience_UB_0_0575_OE,1
PSC,P6,28,A,Interactions,Environment,PSC_iScience_UB_0_0576_OE,1
PSC,P6,29,A,Interactions,Environment,PSC_iScience_UB_0_0577_OE,2
PSC,P6,29,A,Interactions,Environment,PSC_iScience_UB_0_0578_OE,1
PSC,P6,29,A,Interactions,Environment,PSC_iScience_UB_0_0579_OE,1
PSC,P6,29,A,Interactions,Environment,PSC_iScience_UB_0_0580_OE,1
PSC,P6,29,A,Interactions,Environment,PSC_iScience_UB_0_0581_OE,1
PSC,P6,29,A,Interactions,Environment,PSC_iScience_UB_0_0582_OE,1
PSC,P6,29,A,Interactions,Environment,PSC_iScience_UB_0_0583_MCQ,1
PSC,P6,29,A,Interactions,Environment,PSC_iScience_UB_0_0584_OE,1
PSC,P6,29,A,Interactions,Environment,PSC_iScience_UB_0_0585_MCQ,1
PSC,P6,29,A,Interactions,Man's Impact on the Environment,PSC_iScience_UB_0_0586_MCQ,1
PSC,P6,29,A,Interactions,Environment,PSC_iScience_UB_0_0587_MCQ,1
PSC,P6,29,A,Interactions,Environment,PSC_iScience_UB_0_0588_MCQ,1
PSC,P6,29,A,Interactions,Environment,PSC_iScience_UB_0_0589_MCQ,1
PSC,P6,29,A,Interactions,Man's Impact on the Environment,PSC_iScience_UB_0_0590_MCQ,1
PSC,P6,29,A,Interactions,Environment,PSC_iScience_UB_0_0591_MCQ,1
PSC,P6,29,A,Interactions,Environment,PSC_iScience_UB_0_0592_MCQ,1
PSC,P6,29,A,Interactions,Environment,PSC_iScience_UB_0_0593_MCQ,1
PSC,P6,29,A,Interactions,Environment,PSC_iScience_UB_0_0594_MCQ,1
PSC,P6,29,A,Interactions,Environment,PSC_iScience_UB_0_0595_MCQ,1
PSC,P6,29,A,Interactions,Environment,PSC_iScience_UB_0_0596_MCQ,1
PSC,P6,30,A,Interactions,Environment,PSC_iScience_UB_0_0597_MCQ,1
PSC,P6,30,A,Interactions,Environment,PSC_iScience_UB_0_0598_MCQ,1
PSC,P6,30,A,Interactions,Environment,PSC_iScience_UB_0_0599_MCQ,1
PSC,P6,30,A,Interactions,Environment,PSC_iScience_UB_0_0600_MCQ,1
PSC,P6,30,A,Interactions,Environment,PSC_iScience_UB_0_0601_MCQ,1
PSC,P6,30,A,Interactions,Environment,PSC_iScience_UB_0_0602_OE,1
PSC,P6,30,A,Interactions,Environment,PSC_iScience_UB_0_0603_FIB,1
PSC,P6,30,A,Interactions,Environment,PSC_iScience_UB_0_0604_FIB,1
PSC,P6,30,A,Interactions,Environment,PSC_iScience_UB_0_0605_FIB,1
PSC,P6,30,A,Interactions,Environment,PSC_iScience_UB_0_0606_FIB,1
PSC,P6,30,A,Interactions,Environment,PSC_iScience_UB_0_0607_OE,2
PSC,P6,30,A,Interactions,Environment,PSC_iScience_UB_0_0608_OE,2
PSC,P6,30,A,Interactions,Environment,PSC_iScience_UB_0_0609_OE,2
PSC,P6,30,A,Interactions,Environment,PSC_iScience_UB_0_0610_OE,2
PSC,P6,30,A,Interactions,Environment,PSC_iScience_UB_0_0611_OE,2
PSC,P6,30,A,Interactions,Environment,PSC_iScience_UB_0_0612_OE,2
PSC,P6,30,A,Interactions,Environment,PSC_iScience_UB_0_0613_MCQ,1
PSC,P6,30,A,Interactions,Web of Life,PSC_iScience_UB_0_0614_MCQ,2
PSC,P6,30,A,Interactions,Web of Life,PSC_iScience_UB_0_0615_MCQ,1
PSC,P6,30,A,Interactions,Web of Life,PSC_iScience_UB_0_0616_MCQ,2
PSC,P6,31,A,Interactions,Web of Life,PSC_iScience_UB_0_0617_MCQ,1
PSC,P6,31,A,Interactions,Web of Life,PSC_iScience_UB_0_0618_MCQ,1
PSC,P6,31,A,Interactions,Web of Life,PSC_iScience_UB_0_0619_MCQ,2
PSC,P6,31,A,Interactions,Web of Life,PSC_iScience_UB_0_0620_MCQ,1
PSC,P6,31,A,Interactions,Web of Life,PSC_iScience_UB_0_0621_MCQ,1
PSC,P6,31,A,Interactions,Web of Life,PSC_iScience_UB_0_0622_MCQ,1
PSC,P6,31,A,Interactions,Web of Life,PSC_iScience_UB_0_0623_MCQ,2
PSC,P6,31,A,Interactions,Web of Life,PSC_iScience_UB_0_0624_FIB,1
PSC,P6,31,A,Interactions,Web of Life,PSC_iScience_UB_0_0625_MCQ,2
PSC,P6,31,A,Interactions,Web of Life,PSC_iScience_UB_0_0626_MCQ,1
PSC,P6,31,A,Interactions,Web of Life,PSC_iScience_UB_0_0628_OE,1
PSC,P6,31,A,Interactions,Web of Life,PSC_iScience_UB_0_0629_MCQ,1
PSC,P6,31,A,Interactions,Web of Life,PSC_iScience_UB_0_0630_FIB,1
PSC,P6,31,A,Interactions,Web of Life,PSC_iScience_UB_0_0631_MCQ,1
PSC,P6,31,A,Interactions,Web of Life,PSC_iScience_UB_0_0632_MCQ,1
PSC,P6,31,A,Interactions,Web of Life,PSC_iScience_UB_0_0633_MCQ,1
PSC,P6,31,A,Interactions,Web of Life,PSC_iScience_UB_0_0634_OE,1
PSC,P6,31,A,Interactions,Web of Life,PSC_iScience_UB_0_0635_MCQ,1
PSC,P6,31,A,Interactions,Web of Life,PSC_iScience_UB_0_0636_MCQ,1
PSC,P6,31,A,Interactions,Web of Life,PSC_iScience_UB_0_0637_MCQ,1
PSC,P6,32,A,Interactions,Web of Life,PSC_iScience_UB_0_0638_MCQ,1
PSC,P6,32,A,Interactions,Web of Life,PSC_iScience_UB_0_0639_MCQ,1
PSC,P6,32,A,Interactions,Web of Life,PSC_iScience_UB_0_0640_MCQ,1
PSC,P6,32,A,Interactions,Web of Life,PSC_iScience_UB_0_0641_OE,1
PSC,P6,32,A,Interactions,Web of Life,PSC_iScience_UB_0_0642_OE,1
