Book Title,Level,Ex,Sub,Topic,Description,Resource ID,Difficulty Level
I-Science Powerhouse,P3P4,1,1,Diversity,Living and Non-linving Things,PSC_iSciPH_LB_Div_C1_1_1_0_MCQ,1
I-Science Powerhouse,P3P4,1,1,Diversity,Living and Non-linving Things,PSC_iSciPH_LB_Div_C1_2_1_0_MCQ,1
I-Science Powerhouse,P3P4,1,1,Diversity,Living and Non-linving Things,PSC_iSciPH_LB_Div_C1_3_1_0_MCQ,1
I-Science Powerhouse,P3P4,1,1,Diversity,Living and Non-linving Things,PSC_iSciPH_LB_Div_C1_4_1_0_MCQ,1
I-Science Powerhouse,P3P4,1,1,Diversity,Living and Non-linving Things,PSC_iSciPH_LB_Div_C1_5_1_0_MCQ,1
I-Science Powerhouse,P3P4,1,1,Diversity,Living and Non-linving Things,PSC_iSciPH_LB_Div_C1_6_1_0_MCQ,1
I-Science Powerhouse,P3P4,1,1,Diversity,Living and Non-linving Things,PSC_iSciPH_LB_Div_C1_7_1_0_MCQ,1
I-Science Powerhouse,P3P4,1,1,Diversity,Living and Non-linving Things,PSC_iSciPH_LB_Div_C1_8_1_0_MCQ,1
I-Science Powerhouse,P3P4,1,1,Diversity,Living and Non-linving Things,PSC_iSciPH_LB_Div_C1_9_1_0_MCQ,1
I-Science Powerhouse,P3P4,1,1,Diversity,Living and Non-linving Things,PSC_iSciPH_LB_Div_C1_10_1_0_MCQ,1
I-Science Powerhouse,P3P4,1,1,Diversity,Living and Non-linving Things,PSC_iSciPH_LB_Div_C1_11_1_0_OE,1
I-Science Powerhouse,P3P4,1,1,Diversity,Living and Non-linving Things,PSC_iSciPH_LB_Div_C1_12_1_0_OE,1
I-Science Powerhouse,P3P4,1,1,Diversity,Living and Non-linving Things,PSC_iSciPH_LB_Div_C1_13_1_0_OE,1
I-Science Powerhouse,P3P4,1,1,Diversity,Living and Non-linving Things,PSC_iSciPH_LB_Div_C1_14_1_0_OE,1
I-Science Powerhouse,P3P4,1,1,Diversity,Living and Non-linving Things,PSC_iSciPH_LB_Div_C1_15_1_0_OE,1
